"Datum";"R_eff";"R_eff_lwr";"R_eff_upr"
2020-03-10;2,18424749398457;1,89546232721868;2,49320914441774
2020-03-11;2,57502956119258;2,29719705330196;2,86849273657383
2020-03-12;2,48625921563519;2,24998485146876;2,73416048992164
2020-03-13;2,62559937852839;2,41711753907207;2,84258220376045
2020-03-14;2,57590994045652;2,39972187492481;2,75825074083186
2020-03-15;2,30983167642827;2,16781727155042;2,45628791706612
2020-03-16;2,09361575298243;1,97701290680541;2,213512379664
2020-03-17;2,05033625067733;1,94893962663607;2,15426798026254
2020-03-18;1,99842994754831;1,90959467139055;2,08925654111523
2020-03-19;1,94192870947898;1,86385415794653;2,02158269140776
2020-03-20;1,88133022203001;1,81250344343589;1,95142162942576
2020-03-21;1,80026193695199;1,73964852875984;1,86189880648206
2020-03-22;1,74134572098283;1,68731743815428;1,79621355104217
2020-03-23;1,68015887738263;1,63174818869566;1,7292673702058
2020-03-24;1,60488274388061;1,56146406740252;1,64888853828114
2020-03-25;1,54298057706428;1,50364139133704;1,58282067815785
2020-03-26;1,53374479888922;1,4972450508092;1,57067798731321
2020-03-27;1,45093420644069;1,41777565653038;1,48447071097465
2020-03-28;1,3488850984986;1,31886074427293;1,37924267873028
2020-03-29;1,26199442421676;1,23445571784464;1,28983270225791
2020-03-30;1,21379531185473;1,18790332883861;1,23996255882448
2020-03-31;1,160120220407;1,13564563282576;1,18485210854495
2020-04-01;1,11101250162974;1,08769445627974;1,13457441488014
2020-04-02;1,05773453704559;1,03543681224406;1,08026649798359
2020-04-03;1,01231033585235;0,990784134680735;1,03406466086638
2020-04-04;0,956736533953976;0,935944372614399;0,977753942055471
2020-04-05;0,900228729549515;0,880043727645945;0,920639418635257
2020-04-06;0,865880455884804;0,84590569051812;0,886085073537386
2020-04-07;0,836980160204658;0,817020392821389;0,857177452585732
2020-04-08;0,775306718527781;0,755674748377999;0,795186939222822
2020-04-09;0,751807257374851;0,731907569209252;0,771970137923335
2020-04-10;0,773120696326329;0,752198582355116;0,79432580676758
2020-04-11;0,780594948962717;0,758754549264826;0,802740920809757
2020-04-12;0,736362418881843;0,714360351113876;0,758693543502585
2020-04-13;0,705773743788155;0,683390109130176;0,728513038403182
2020-04-14;0,689328500113833;0,666218846771996;0,712826660178204
2020-04-15;0,691469769003324;0,667169058731071;0,716199086745704
2020-04-16;0,695826157560818;0,670170763283929;0,721956704474207
2020-04-17;0,726889902378484;0,69928366673574;0,755023085561672
2020-04-18;0,760528598226377;0,730876123840114;0,79076244145391
2020-04-19;0,743660913938968;0,713037833470255;0,774918818918777
2020-04-20;0,725915162994905;0,694399484271906;0,758120438392844
2020-04-21;0,70359412327509;0,671230265127126;0,736709260146694
2020-04-22;0,683884771573109;0,65049183624842;0,718101770306599
2020-04-23;0,612737100206472;0,57954861085266;0,646836614652907
2020-04-24;0,621855568767021;0,586459882222414;0,658273747600586
2020-04-25;0,674400785129124;0,635113214608483;0,714850719405284
2020-04-26;0,729635416865547;0,686164643543873;0,774422435887191
2020-04-27;0,750399964031134;0,703913747291154;0,798351522689584
2020-04-28;0,752415661346071;0,703735074944867;0,802701191397908
2020-04-29;0,769725938653556;0,718426168876374;0,8227696927804
2020-04-30;0,788937840688086;0,734942317267491;0,844820174534276
2020-05-01;0,823172955908596;0,765976532858494;0,88239958119739
2020-05-02;0,855352462505756;0,795145184893626;0,917725707201719
2020-05-03;0,835215749877816;0,774137565052291;0,898580046892073
2020-05-04;0,827264409448947;0,764975321092927;0,891956747697195
2020-05-05;0,843609057384947;0,779061807677732;0,910688591410444
2020-05-06;0,870548001340226;0,803256649214884;0,940507463869426
2020-05-07;0,853264112798072;0,785111420962188;0,924212898128596
2020-05-08;0,870420620458623;0,800058078102571;0,943706270208946
2020-05-09;0,897630131520377;0,824623154642465;0,973689471781736
2020-05-10;0,841900250296213;0,769924094017968;0,917046562574871
2020-05-11;0,906473915804566;0,830226393402529;0,986023171438823
2020-05-12;0,900710023696562;0,823253085381589;0,981599503829982
2020-05-13;0,92324611275435;0,843537001377259;1,00650219227285
2020-05-14;0,97839346840466;0,895151637781457;1,06528316123267
2020-05-15;1,0898487924468;1,00113010505879;1,18228014140377
2020-05-16;1,09021027111811;1,00169557014257;1,18241893619024
2020-05-17;1,05909690368931;0,972805575009076;1,14900263492538
2020-05-18;1,04916346045577;0,964204219390478;1,1376586127112
2020-05-19;1,05726308228566;0,972672971128403;1,14532980719548
2020-05-20;1,02489285966902;0,942258037484045;1,11095134010056
2020-05-21;0,980694053089273;0,900364565529011;1,06440694876735
2020-05-22;0,976533825744008;0,896473717915918;1,05996913595104
2020-05-23;0,999341328196913;0,918133190578257;1,08394160573377
2020-05-24;0,94082955022864;0,861914537677103;1,02315177840514
2020-05-25;0,925866449592812;0,847244797681095;1,00792658547929
2020-05-26;0,889030477240144;0,811345631470496;0,970216037640075
2020-05-27;0,907760140733772;0,828195849482281;0,990921328482798
2020-05-28;0,826441136337266;0,749461721788353;0,907129710475817
2020-05-29;0,915609844290485;0,832866897745651;1,00221507847604
2020-05-30;0,965383163760842;0,878705760454263;1,0560791204739
2020-05-31;0,869207774945592;0,786103464168285;0,956427708650471
2020-06-01;0,800497441122137;0,719823392298314;0,885394562398424
2020-06-02;0,805279965248245;0,722538015594471;0,892442576742551
2020-06-03;0,911749779205172;0,820964521561373;1,00722741509737
2020-06-04;0,926199539141003;0,832475284239191;1,02485118317145
2020-06-05;1,07105360500467;0,9685259563819;1,17866530678179
2020-06-06;1,07674260769246;0,973670373751216;1,18492589921802
2020-06-07;1,05982288523241;0,958370308188896;1,16630620570236
2020-06-08;1,04447537045363;0,944735312115935;1,14914859778047
2020-06-09;0,938290211676146;0,844614063864224;1,03682171238158
2020-06-10;0,977104252426678;0,881442434021173;1,07762324854737
2020-06-11;0,935161485391936;0,841170487242478;1,03405865730982
2020-06-12;0,961923784040412;0,86588812955287;1,06293708762848
2020-06-13;1,02227360970764;0,922444470315857;1,12715793196692
2020-06-14;1,02516310655089;0,924924226259777;1,13048472674903
2020-06-15;1,12005545797067;1,01536348658776;1,2298103487968
2020-06-16;1,01013779943887;0,911743726411286;1,11350109919556
2020-06-17;1,02908125858121;0,930571453664741;1,13247588326238
2020-06-18;0,930534524859858;0,83738455342205;1,02852616799672
2020-06-19;0,989189859138445;0,892836253430114;1,09040964121491
2020-06-20;1,01763117944623;0,919373574853258;1,12080549534434
2020-06-21;1,03324584386106;0,934094848308315;1,13732613130705
2020-06-22;1,0692807789587;0,968629277230192;1,17483589311875
2020-06-23;1,07823586166383;0,977802858359585;1,18350810724479
2020-06-24;1,0899729928112;0,989938397317986;1,19475333703245
2020-06-25;1,08200606685406;0,983473236678415;1,185175360316
2020-06-26;1,180521586084;1,07870129375809;1,28686807935891
2020-06-27;1,20148969318748;1,10052199539458;1,3068252886452
2020-06-28;1,16296610551346;1,06605094311595;1,26403733295262
2020-06-29;1,16834039340724;1,0735652093536;1,26706720199773
2020-06-30;1,25359022322199;1,15759941354629;1,35334994109604
2020-07-01;1,30253139419091;1,20734650208554;1,4012763681917
2020-07-02;1,2602982804426;1,16997212466129;1,35393532700242
2020-07-03;1,33424876681347;1,24463793173966;1,42693038485533
2020-07-04;1,34594285300342;1,25943445260764;1,43528394639418
2020-07-05;1,29175943218653;1,21065992928235;1,37545088534966
2020-07-06;1,21866187499028;1,14316749496763;1,29653599437255
2020-07-07;1,19900833633838;1,12672040699315;1,27351200145508
2020-07-08;1,21113303651144;1,14057784791879;1,28377567395617
2020-07-09;1,14208080963032;1,07548858005568;1,21064506158527
2020-07-10;1,14644943229706;1,08133324133795;1,21344253846996
2020-07-11;1,12633030195141;1,06313249836568;1,19132699653931
2020-07-12;1,08648924524706;1,02560275371611;1,14910661858817
2020-07-13;1,05123351256769;0,992273844431863;1,11187071833389
2020-07-14;1,05132752889176;0,992988917668111;1,11130786957903
2020-07-15;1,07826340342976;1,01963263577863;1,13851002906139
2020-07-16;1,06404433672476;1,00632166663984;1,12335402358151
2020-07-17;1,05896315563022;1,0019352339575;1,1175472357273
2020-07-18;1,04465248446937;0,988523912856293;1,10230907264206
2020-07-19;1,04297707708465;0,987318705461511;1,10014010170971
2020-07-20;1,02857923841351;0,97366857720486;1,08497491249838
2020-07-21;1,03324212288523;0,978492577500344;1,08946101583038
2020-07-22;1,09286656707497;1,03679572501556;1,15039318892587
2020-07-23;1,08365194677555;1,02828394641988;1,14045137342541
2020-07-24;1,10437343014368;1,04911323665954;1,16103196621761
2020-07-25;1,11818624592214;1,06331061174034;1,17442311974533
2020-07-26;1,08551864702127;1,03227997008287;1,14007709895289
2020-07-27;1,03742596995219;0,986137987727737;1,08999582427318
2020-07-28;1,03185457781833;0,981199643833731;1,08376646215393
2020-07-29;0,994814846022148;0,945378059520644;1,04549381727999
2020-07-30;1,03264897121888;0,982384105384118;1,0841502871767
2020-07-31;1,05350458398914;1,00283758328445;1,10540265896391
2020-08-01;1,02630673375524;0,976567455867503;1,07726408888516
2020-08-02;1,00278042877513;0,953893076641821;1,05287227440071
2020-08-03;0,969908923103952;0,921974264809906;1,01904124635318
2020-08-04;0,921667456570436;0,87489666100468;0,969638963090188
2020-08-05;0,962425457657366;0,914283881702307;1,01178482961792
2020-08-06;0,95582535932829;0,907452363337665;1,00543675240025
2020-08-07;0,954818395851362;0,906133421067472;1,00475936214238
2020-08-08;0,969845071752676;0,920444668171454;1,02051858112737
2020-08-09;0,964977086764946;0,915416147730818;1,01582616471784
2020-08-10;0,97853152283359;0,92836158526434;1,03000310675278
2020-08-11;1,04537238126896;0,993270343600715;1,09878752279068
2020-08-12;1,04456246993781;0,992517832671096;1,09791832425354
2020-08-13;1,12329834639278;1,0695847299798;1,17830938802208
2020-08-14;1,2901102727335;1,23314544599147;1,34834327398254
2020-08-15;1,27939704169659;1,22413890794705;1,33585789646171
2020-08-16;1,23272375995661;1,18042275034926;1,28614256539082
2020-08-17;1,24498393318752;1,19423481429058;1,29677424657031
2020-08-18;1,21014613729342;1,16174906260632;1,25951700846144
2020-08-19;1,24875160285557;1,20108125476718;1,29733666545531
2020-08-20;1,28149135154454;1,23469133671677;1,32914973796969
2020-08-21;1,27691268812666;1,23181012169842;1,32281485974987
2020-08-22;1,2461455233771;1,20321974276836;1,28981314165024
2020-08-23;1,1726206163891;1,13244596447695;1,21348574156144
2020-08-24;1,12484980433307;1,08665164673337;1,16369857653253
2020-08-25;1,11203940593857;1,07488970365149;1,14981141192938
2020-08-26;1,09549547215295;1,05926277557354;1,1323289678964
2020-08-27;1,02486518037815;0,990348500461153;1,05996485315273
2020-08-28;1,07718816008352;1,04212515845871;1,11282320620834
2020-08-29;1,08003656296323;1,04520854034913;1,11542741340146
2020-08-30;1,04767468038819;1,01372773937988;1,08217289269293
2020-08-31;1,01990114022426;0,986721305056493;1,05362199074463
2020-09-01;0,989814442539913;0,95731873240187;1,02284494242793
2020-09-02;1,01439937597094;0,981548723545939;1,04778319830825
2020-09-03;1,03155778703838;0,99844630137503;1,06520185588114
2020-09-04;1,06830187904896;1,03469010734395;1,10244340270123
2020-09-05;1,06047020717361;1,0271997509746;1,09426352056999
2020-09-06;1,075642173977;1,04242333038738;1,10937477408521
2020-09-07;1,07957811232883;1,04662295242105;1,11303697049948
